,Date,url,Section,Titre,Article
30,28 Mars 2018 18:01,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/315156/moncef-marzouki-le-parlement-n-est-plus,Politique,Moncef Marzouki : le parlement n'est plus,"Moncef Marzouki président du Mouvement Tunisie Volonté (Irada) a exprimé à Mosaïque FM dans la journée du 28 mars 2018 sa volonté de voir l'IVD poursuivre son travail pendant cette transition démocratique, exprimant son refus de ce qui s'apparente à une nouvelle ""Instance"".  ""Le parlement est devenu problématique en Tunisie actuellement,  et on devrait le fermer"". Déclare t-il. Ce refus de ne pas prolonger le travail de l'IVD n'est pas légal et reflète la mauvaise foi de la majorité, toujours d'après lui. "
31,28 Mars 2018 18:01,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/315156/moncef-marzouki-le-parlement-n-est-plus,Politique,Moncef Marzouki : le parlement n'est plus,"Moncef Marzouki président du Mouvement Tunisie Volonté (Irada) a exprimé à Mosaïque FM dans la journée du 28 mars 2018 sa volonté de voir l'IVD poursuivre son travail pendant cette transition démocratique, exprimant son refus de ce qui s'apparente à une nouvelle ""Instance"".  ""Le parlement est devenu problématique en Tunisie actuellement,  et on devrait le fermer"". Déclare t-il. Ce refus de ne pas prolonger le travail de l'IVD n'est pas légal et reflète la mauvaise foi de la majorité, toujours d'après lui. "
32,28 Mars 2018 11:46,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314851/ivd-achevera-son-processus-selon-la-loi-de-la-justice-transitionnelle,Politique,IVD achèvera son processus selon la loi de la justice transitionnelle,"Sihem Ben Sedrine a déclaré que l'Instance Vérité et Dignité poursuivra son processus, conformément à la loi de base de la justice transitionnelle, lors d'une conférence de presse tenue à Tunis, ce mercredi 28 mars. Elle a, toutefois accusé certains parties de tentative de remettre le pays dans le carré de la tyrannie, et ce en tentant d'entraver le travail de l'Instance Vérité et Dignité. Ben Sedrine a assuré que le rôle de l'instance ne réside pas en la sauvegarde des archives ou de l'histoire, contrairement à ce que pensent certains et qui, selon elle, essaye de donner des leçons à l'IVD."
33,28 Mars 2018 11:46,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314851/ivd-achevera-son-processus-selon-la-loi-de-la-justice-transitionnelle,Politique,IVD achèvera son processus selon la loi de la justice transitionnelle,"Sihem Ben Sedrine a déclaré que l'Instance Vérité et Dignité poursuivra son processus, conformément à la loi de base de la justice transitionnelle, lors d'une conférence de presse tenue à Tunis, ce mercredi 28 mars. Elle a, toutefois accusé certains parties de tentative de remettre le pays dans le carré de la tyrannie, et ce en tentant d'entraver le travail de l'Instance Vérité et Dignité. Ben Sedrine a assuré que le rôle de l'instance ne réside pas en la sauvegarde des archives ou de l'histoire, contrairement à ce que pensent certains et qui, selon elle, essaye de donner des leçons à l'IVD."
34,27 Mars 2018 11:14,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314266/les-deputes-de-nidaa-fetent-la-fin-des-activites-de-l-ivd,Politique,Les députés de Nidaa fêtent le départ de Sihem Ben Sedrine,"Les députés de Nidaa Tounes ont fêté le rejet du prolongement des activités de l'Instance Vérité et Dignité, à l'issue du vote tenu à l'hémicycle ce lundi 26 mars. Nidaa Tounes a posté sur sa page officielle sur le réseau social Facebook, une vidéo dans laquelle on peut voir les élus nidaïstes chanter l'hymne national à l'issue des résultats du vote.  "
35,27 Mars 2018 11:14,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314266/les-deputes-de-nidaa-fetent-la-fin-des-activites-de-l-ivd,Politique,Les députés de Nidaa fêtent le départ de Sihem Ben Sedrine,"Les députés de Nidaa Tounes ont fêté le rejet du prolongement des activités de l'Instance Vérité et Dignité, à l'issue du vote tenu à l'hémicycle ce lundi 26 mars. Nidaa Tounes a posté sur sa page officielle sur le réseau social Facebook, une vidéo dans laquelle on peut voir les élus nidaïstes chanter l'hymne national à l'issue des résultats du vote.  "
36,27 Mars 2018 11:12,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314251/houcine-abassi-je-n-ai-aucune-relation-avec-aucun-parti,Politique,Houcine Abassi: je n'ai aucune relation avec aucun parti,"L'ancien secrétaire général de l'UGTT, Houcine Abassi a affirmé qu'il n'avait pas l'intention de s'investir dans le travail politique dans n'importe quel parti ni de gauche ni de droite. Il a ajouté dans sa déclaration au journal  le Maghreb, mardi 27 mars 2018, qu'il tient à son indépendance et qu'il entretenait des relations solides avec tous les partis Quant à la soumission d'une initiative pour une sortie de crise, Abassi a affirmé que si on lui demandait des propositions pour sortir de la crise il était disposé à le faire."
37,27 Mars 2018 11:12,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314251/houcine-abassi-je-n-ai-aucune-relation-avec-aucun-parti,Politique,Houcine Abassi: je n'ai aucune relation avec aucun parti,"L'ancien secrétaire général de l'UGTT, Houcine Abassi a affirmé qu'il n'avait pas l'intention de s'investir dans le travail politique dans n'importe quel parti ni de gauche ni de droite. Il a ajouté dans sa déclaration au journal  le Maghreb, mardi 27 mars 2018, qu'il tient à son indépendance et qu'il entretenait des relations solides avec tous les partis Quant à la soumission d'une initiative pour une sortie de crise, Abassi a affirmé que si on lui demandait des propositions pour sortir de la crise il était disposé à le faire."
38,27 Mars 2018 00:04,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314121/hsouna-naasfi-l-ivd-a-fourni-650-mille-dinars-a-un-israelien,Politique,Hsouna Naasfi : l'IVD a fourni 650 mille dinars à un israélien  (Vidéos),"Le député Hsouna Naasfi (machrouu Tounes) a affirmé lors de son intervention, le 26 mars 2018, lors d'une plénière consacrée à l'IVD qu'à la suite de chaque apparition médiatique de Ben Sedrine, un schisme se crée entre le peuple et les députés de l'ARP. Il a également affirmé qu'elle était en partie responsable des discordes qui ont eu lieu. Ben sedrine est d'après lui égoïste. Plus encore, il a déclaré que l'IVD a signé un contrat avec ""David Sabel"" un israélien en lui donnant 650 mille dinars.   "
39,27 Mars 2018 00:04,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314121/hsouna-naasfi-l-ivd-a-fourni-650-mille-dinars-a-un-israelien,Politique,Hsouna Naasfi : l'IVD a fourni 650 mille dinars à un israélien  (Vidéos),"Le député Hsouna Naasfi (machrouu Tounes) a affirmé lors de son intervention, le 26 mars 2018, lors d'une plénière consacrée à l'IVD qu'à la suite de chaque apparition médiatique de Ben Sedrine, un schisme se crée entre le peuple et les députés de l'ARP. Il a également affirmé qu'elle était en partie responsable des discordes qui ont eu lieu. Ben sedrine est d'après lui égoïste. Plus encore, il a déclaré que l'IVD a signé un contrat avec ""David Sabel"" un israélien en lui donnant 650 mille dinars.   "
40,26 Mars 2018 23:47,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314116/arp-altercation-entre-samia-abbou-et-hsan-amari,Politique,ARP : altercation entre Samia Abbou et Hsan Amari  (Vidéos),Une altercation verbale a eu lieu entre Samia Abbou et Hsan Amari à l'ARP conernant la décision de prolonger les travaux de l'IVD dans la soirée du 26 mars 2018 peu avant Samia Abbou a dénoncé la corruption de certains députés et leur implication dans des affaires qui menacent la sureté de l'Etat. Le député Hsan Amari a riposté en affirmant qu'elle ne se respectait pas. 
41,26 Mars 2018 23:47,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314116/arp-altercation-entre-samia-abbou-et-hsan-amari,Politique,ARP : altercation entre Samia Abbou et Hsan Amari  (Vidéos),Une altercation verbale a eu lieu entre Samia Abbou et Hsan Amari à l'ARP conernant la décision de prolonger les travaux de l'IVD dans la soirée du 26 mars 2018 peu avant Samia Abbou a dénoncé la corruption de certains députés et leur implication dans des affaires qui menacent la sureté de l'Etat. Le député Hsan Amari a riposté en affirmant qu'elle ne se respectait pas. 
42,26 Mars 2018 23:16,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314106/l-arp-vote-contre-la-prolongation-des-travaux-de-l-ivd,Politique,L'ARP vote contre la prolongation des travaux de l'IVD (Photos),"  La prolongation des travaux de l'IVD n'auront pas lieu, selon un vote qui s'est déroulé dans la nuit du lundi 26 mars 2018.  Aucun député n'a voté pour. 2 se sont abstenus de voter et 63 ont refusé la prolongation.  D'après notre correspondant Khalil Amari, des membres de l'IVD ont quitté l'assemblée avant le commencement des votes. Des députés du front populaires et du bloc démocratique se sont abstenus de voter. Les membres de l'IVD organiseront un point de presse pour exprimer leur position.       "
43,26 Mars 2018 23:16,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314106/l-arp-vote-contre-la-prolongation-des-travaux-de-l-ivd,Politique,L'ARP vote contre la prolongation des travaux de l'IVD (Photos),"  La prolongation des travaux de l'IVD n'auront pas lieu, selon un vote qui s'est déroulé dans la nuit du lundi 26 mars 2018.  Aucun député n'a voté pour. 2 se sont abstenus de voter et 63 ont refusé la prolongation.  D'après notre correspondant Khalil Amari, des membres de l'IVD ont quitté l'assemblée avant le commencement des votes. Des députés du front populaires et du bloc démocratique se sont abstenus de voter. Les membres de l'IVD organiseront un point de presse pour exprimer leur position.       "
44,26 Mars 2018 22:08,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314081/des-deputes-prennent-la-defense-de-mohamed-ennaceur,Politique,Des députés prennent la défense de Mohamed Ennaceur,"Accusé de suspicion de conflit d’intérêts, "" le président de l’Assemblée des représentants du peuple (ARP), Mohamed Ennaceur est tout à fait capable de présider la séance plénière consacrée à la prolongation du mandat d’exercice de l'Instance Vérité et Dignité (IVD) "", ont estimé des députés du mouvement Nidaa Tounes, du bloc national et du bloc Al-Horra du mouvement Machrou Tounes.   Le député Sofiène Toubel du Mouvement Nidaa Tounes, a jugé inacceptable de remettre en doute Mohamed Ennaceur qui, a-t-il affirmé, "" est une personnalité démocratique "".   Tout en réaffirmant l’attachement de Nidaa Tounes au parachèvement du processus de la justice transitionnelle, Toubel a tenu à préciser que les députés du Mouvement Nidaa Tounes sont prêts à voter pour la prolongation du mandat d’exercice de l’IVD au cas où sa présidente Sihem Ben Sedrine présenterait sa démission.   A ce propos, il a appelé les députés qui appuient Sihem Ben Sedrine à faire prévaloir l’intérêt supérieur du pays.   De son côté, le député Mustapha Ben Ahmed (bloc national) a défendu le président du parlement, Mohamed Ennaceur qui, a-t-il dit, "" possède un passé politique glorieux "".   "" Le pays fait face aujourd'hui’hui à une grave crise en raison de l’incapacité de l'IVD à remplir sa mission dans les délais fixés par la loi relative à la justice transitionnelle "", a-t-il regretté.  "
45,26 Mars 2018 22:08,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314081/des-deputes-prennent-la-defense-de-mohamed-ennaceur,Politique,Des députés prennent la défense de Mohamed Ennaceur,"Accusé de suspicion de conflit d’intérêts, "" le président de l’Assemblée des représentants du peuple (ARP), Mohamed Ennaceur est tout à fait capable de présider la séance plénière consacrée à la prolongation du mandat d’exercice de l'Instance Vérité et Dignité (IVD) "", ont estimé des députés du mouvement Nidaa Tounes, du bloc national et du bloc Al-Horra du mouvement Machrou Tounes.   Le député Sofiène Toubel du Mouvement Nidaa Tounes, a jugé inacceptable de remettre en doute Mohamed Ennaceur qui, a-t-il affirmé, "" est une personnalité démocratique "".   Tout en réaffirmant l’attachement de Nidaa Tounes au parachèvement du processus de la justice transitionnelle, Toubel a tenu à préciser que les députés du Mouvement Nidaa Tounes sont prêts à voter pour la prolongation du mandat d’exercice de l’IVD au cas où sa présidente Sihem Ben Sedrine présenterait sa démission.   A ce propos, il a appelé les députés qui appuient Sihem Ben Sedrine à faire prévaloir l’intérêt supérieur du pays.   De son côté, le député Mustapha Ben Ahmed (bloc national) a défendu le président du parlement, Mohamed Ennaceur qui, a-t-il dit, "" possède un passé politique glorieux "".   "" Le pays fait face aujourd'hui’hui à une grave crise en raison de l’incapacité de l'IVD à remplir sa mission dans les délais fixés par la loi relative à la justice transitionnelle "", a-t-il regretté.  "
46,26 Mars 2018 21:20,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314056/le-tribunal-oblige-l-ivd-a-faire-passer-la-decision-de-prolongement,Politique,Le tribunal oblige l'IVD à faire passer la décision de prolongement,Le tribunal administratif a annoncé dans la journée du 26 mars 2018 une décision exigeant que l'Instance Vérité & Dignité valide la prolongation de ces travaux sur une année. L'Assemblée doit approuver la décision. Explications de Karim Hilali.      
47,26 Mars 2018 21:20,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314056/le-tribunal-oblige-l-ivd-a-faire-passer-la-decision-de-prolongement,Politique,Le tribunal oblige l'IVD à faire passer la décision de prolongement,Le tribunal administratif a annoncé dans la journée du 26 mars 2018 une décision exigeant que l'Instance Vérité & Dignité valide la prolongation de ces travaux sur une année. L'Assemblée doit approuver la décision. Explications de Karim Hilali.      
48,26 Mars 2018 20:28,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314016/le-depute-tarek-fetiti-appelle-a-la-dissolution-de-l-arp,Politique,Le député Tarek Fetiti appelle à la dissolution de l'ARP,"Le député Tarek Fetiti, député de l'UPL, a posté sur son compte facebook un statut, incitant à la dissolution de l'Assemblée des Représentants du peuple dans la journée du 26 mars 2018.  ""Il s'agit d'un avis personnel qui ne regarde que moi: il est temps de dissoudre l'assemblée"". a t-il écrit.     "
49,26 Mars 2018 20:28,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/314016/le-depute-tarek-fetiti-appelle-a-la-dissolution-de-l-arp,Politique,Le député Tarek Fetiti appelle à la dissolution de l'ARP,"Le député Tarek Fetiti, député de l'UPL, a posté sur son compte facebook un statut, incitant à la dissolution de l'Assemblée des Représentants du peuple dans la journée du 26 mars 2018.  ""Il s'agit d'un avis personnel qui ne regarde que moi: il est temps de dissoudre l'assemblée"". a t-il écrit.     "
50,26 Mars 2018 17:41,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313926/kotti-a-ben-sedrine-du-respect-au-lieu-de-jouer-au-telephone,Politique,Kotti à Ben Sedrine :  du respect au lieu de jouer au téléphone (Vidéos),"Le député Abdelaziz Kotti a fustigé la présidente de l'IVD Sihem ben Sedrine lors d'une plénière dans la journée du lundi 26 mars 2018, en lui demandant : ""de respecter la présence des députés au lieu de joueur au téléphone"". Au retour, elle n'a pas répondu et a continué à manipuler son téléphone. Kotti déclare que Ben Sedrine tente de diviser le peuple tunisien, elle a enfreint les articles juridiques en s'obstinant de diffuser des renseignements et des papiers sans passer par les institutions officielles de l'Etat.     "
51,26 Mars 2018 17:41,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313926/kotti-a-ben-sedrine-du-respect-au-lieu-de-jouer-au-telephone,Politique,Kotti à Ben Sedrine :  du respect au lieu de jouer au téléphone (Vidéos),"Le député Abdelaziz Kotti a fustigé la présidente de l'IVD Sihem ben Sedrine lors d'une plénière dans la journée du lundi 26 mars 2018, en lui demandant : ""de respecter la présence des députés au lieu de joueur au téléphone"". Au retour, elle n'a pas répondu et a continué à manipuler son téléphone. Kotti déclare que Ben Sedrine tente de diviser le peuple tunisien, elle a enfreint les articles juridiques en s'obstinant de diffuser des renseignements et des papiers sans passer par les institutions officielles de l'Etat.     "
52,26 Mars 2018 15:32,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313851/b-sedrine-je-demande-le-prolongement-des-activites-de-l-ivd-de-6-mois,Politique,B.Sedrine: Je demande le prolongement des activités de l'IVD de 6 mois,"Sihem Ben Sedrine, présidente de l'Instance Vérité et Dignité a indiqué au parlement, ce lundi 26 mars 2018, que l'IVD est sur le point de finaliser ses travaux. Elle a assuré que la durée du prolongement des activités de l'Instance ne dépassera pas six mois, et qu'elle sera réservée à élaborer le rapport final des quatre ans de travail de l'IVD.  "
53,26 Mars 2018 15:32,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313851/b-sedrine-je-demande-le-prolongement-des-activites-de-l-ivd-de-6-mois,Politique,B.Sedrine: Je demande le prolongement des activités de l'IVD de 6 mois,"Sihem Ben Sedrine, présidente de l'Instance Vérité et Dignité a indiqué au parlement, ce lundi 26 mars 2018, que l'IVD est sur le point de finaliser ses travaux. Elle a assuré que la durée du prolongement des activités de l'Instance ne dépassera pas six mois, et qu'elle sera réservée à élaborer le rapport final des quatre ans de travail de l'IVD.  "
54,26 Mars 2018 15:13,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313816/m-ben-ahmed-ben-sedrine-doit-demissionner-pour-eviter-les-emeutes,Politique,M.Ben Ahmed: Ben Sedrine doit démissionner pour éviter les émeutes,"Le député du bloc National au parlement Mustapha Ben Ahmed a appelé, lors de la plénière réservée au vote de la prolongation des activités de l'Instance Vérité et Dignité ou pas, Sihem Ben Sedrine, présidente de l'Instance à démissionner, afin d'éviter la survenue d'émeutes dans les rues."
55,26 Mars 2018 15:13,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313816/m-ben-ahmed-ben-sedrine-doit-demissionner-pour-eviter-les-emeutes,Politique,M.Ben Ahmed: Ben Sedrine doit démissionner pour éviter les émeutes,"Le député du bloc National au parlement Mustapha Ben Ahmed a appelé, lors de la plénière réservée au vote de la prolongation des activités de l'Instance Vérité et Dignité ou pas, Sihem Ben Sedrine, présidente de l'Instance à démissionner, afin d'éviter la survenue d'émeutes dans les rues."
56,26 Mars 2018 14:55,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313786/les-partis-risquent-des-amendes-s-ils-n-organisent-pas-leurs-congres,Politique,Les partis risquent des amendes s’ils n’organisent pas leurs congrès,"Le projet de loi organique concernant l’organisation des partis politiques et leur financement continent des nouvelles dispositions.   Le projet préparé par le ministère des relations avec les instances Constitutionnelles, la société civile et les droits de l’homme oblige les partis à organiser leurs congrès. Les partis qui ne respectent pas les nouvelles mesures seront condamnés à payer des amendes.  Les mesures peuvent atteindre le stade de dissolution des partis.      "
57,26 Mars 2018 14:55,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313786/les-partis-risquent-des-amendes-s-ils-n-organisent-pas-leurs-congres,Politique,Les partis risquent des amendes s’ils n’organisent pas leurs congrès,"Le projet de loi organique concernant l’organisation des partis politiques et leur financement continent des nouvelles dispositions.   Le projet préparé par le ministère des relations avec les instances Constitutionnelles, la société civile et les droits de l’homme oblige les partis à organiser leurs congrès. Les partis qui ne respectent pas les nouvelles mesures seront condamnés à payer des amendes.  Les mesures peuvent atteindre le stade de dissolution des partis.      "
58,25 Mars 2018 21:47,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313426/une-petition-pour-retirer-la-confiance-a-mohamed-ennaceur,Politique,Une pétition pour retirer la confiance à Mohamed Ennaceur,"Ghazi Chaouachi, député du Bloc Démocratique a publié, un statut sur son compte Facebook, dans la soirée de ce dimanche 25 mars, dans lequel il annonce qu'une consultation est en cours avec d'autres élus relevant de différents blocs parlementaires, visant à lancer une pétition pour retirer la confiance à Mohamed Ennaceur, président de l'ARP."
59,25 Mars 2018 21:47,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313426/une-petition-pour-retirer-la-confiance-a-mohamed-ennaceur,Politique,Une pétition pour retirer la confiance à Mohamed Ennaceur,"Ghazi Chaouachi, député du Bloc Démocratique a publié, un statut sur son compte Facebook, dans la soirée de ce dimanche 25 mars, dans lequel il annonce qu'une consultation est en cours avec d'autres élus relevant de différents blocs parlementaires, visant à lancer une pétition pour retirer la confiance à Mohamed Ennaceur, président de l'ARP."
60,25 Mars 2018 13:33,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313221/zouhair-hamdi-garde-son-poste-de-sg-du-courant-populaire,Politique,Zouhair Hamdi garde son poste de SG du Courant populaire,Zouhair Hamdi a été reconduit ce dimanche 25 Mars 2018 au poste de secrétaire général du Courant populaire suite à l’accord du nouveau bureau politique du parti.   Lotfi Abassi a retiré sa candidature pour le bureau politique du parti à la clôture du premier congrès du parti qui a eu lieu samedi 24 et dimanche 25 Mars 2018.
61,25 Mars 2018 13:33,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313221/zouhair-hamdi-garde-son-poste-de-sg-du-courant-populaire,Politique,Zouhair Hamdi garde son poste de SG du Courant populaire,Zouhair Hamdi a été reconduit ce dimanche 25 Mars 2018 au poste de secrétaire général du Courant populaire suite à l’accord du nouveau bureau politique du parti.   Lotfi Abassi a retiré sa candidature pour le bureau politique du parti à la clôture du premier congrès du parti qui a eu lieu samedi 24 et dimanche 25 Mars 2018.
62,25 Mars 2018 12:49,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313206/taboubi-a-chahed-des-contrebandiers-ont-finance-des-partis,Politique,Taboubi à Chahed: des contrebandiers ont financé des partis...,"Noureddine Taboubi, secrétaire général de l’UGTT a confirmé une nouvelle fois depuis Bizerte ce dimanche 25 Mars 2018 que le gouvernement actuel n’a pas réussi à présenté des résultats et que son changement s’impose.   Il a indiqué que l’UGTT a mis en garde le chef du gouvernement que sa réussite est liée à l’abandon des cotas et des appartenances politiques e nommant les ministres et les conseillers.   Le secrétaire général de l'UGTT a fait savoir que des investisseurs ont été victimes de pressions et de chantages contre la permission de travailler en Tunisie. Il a ajouté que le gouvernement est incapable de mettre un terme aux activités des bandes de contrebande de peur de mettre au jour plusieurs dossiers. Il a adressé ses paroles à Chahed en assurant que les bandes ont financé plusieurs partis. S'ils sont capturés ils vont dévoiler des scandales, a-t-il poursuivi."
63,25 Mars 2018 12:49,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313206/taboubi-a-chahed-des-contrebandiers-ont-finance-des-partis,Politique,Taboubi à Chahed: des contrebandiers ont financé des partis...,"Noureddine Taboubi, secrétaire général de l’UGTT a confirmé une nouvelle fois depuis Bizerte ce dimanche 25 Mars 2018 que le gouvernement actuel n’a pas réussi à présenté des résultats et que son changement s’impose.   Il a indiqué que l’UGTT a mis en garde le chef du gouvernement que sa réussite est liée à l’abandon des cotas et des appartenances politiques e nommant les ministres et les conseillers.   Le secrétaire général de l'UGTT a fait savoir que des investisseurs ont été victimes de pressions et de chantages contre la permission de travailler en Tunisie. Il a ajouté que le gouvernement est incapable de mettre un terme aux activités des bandes de contrebande de peur de mettre au jour plusieurs dossiers. Il a adressé ses paroles à Chahed en assurant que les bandes ont financé plusieurs partis. S'ils sont capturés ils vont dévoiler des scandales, a-t-il poursuivi."
64,24 Mars 2018 20:15,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313031/arp-4-blocs-presentent-une-initiative-pour-bloquer-ben-sedrine,Politique,ARP: 4 blocs présentent une initiative pour bloquer Ben Sedrine,"Quatre blocs parlementaires: Nidaa Tounes, Al Horra (Machrou Tounes, Le bloc démocrate et Afek Tounes ont présenté une initiative législative concernant la justice transitionnelle.   Cette initiative donne une alternative au cas où la prolongation des travaux de l'IVD ne sera pas accordée par l'ARP.   Mohamed Ben Souf, adjoint du président de l’ARP, a indiqué que le projet est en préparation depuis plusieurs jours. «Pour nous, la justice transitionnelle est en déroute à cause de Sihem Ben Sedrine. L’ARP a donné son feu vert à cette responsable mais elle n’a pas respecté sa tâche. Sihem  Ben Sedrine n’a pas respecté sa mission et elle tente de divisé le peuple. Elle est aussi accusée de falsifié des faits historiques… Au niveau du parti nous avons déjà tranché dans cette question et il n’est plus question de laisser la porte ouverte à cette dame. Nous sommes avec la justice transitionnelle, mais les groupes réunis sont d’accord à mettre un terme à cette mascarade. Il y a des alternatives à choisir. La commission juridique a travaillé sur cette initiative et nous espérons qu’elle finisse par être adoptée par l’ensemble des députés de l’ARP», a expliqué Ben Souf. "
65,24 Mars 2018 20:15,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313031/arp-4-blocs-presentent-une-initiative-pour-bloquer-ben-sedrine,Politique,ARP: 4 blocs présentent une initiative pour bloquer Ben Sedrine,"Quatre blocs parlementaires: Nidaa Tounes, Al Horra (Machrou Tounes, Le bloc démocrate et Afek Tounes ont présenté une initiative législative concernant la justice transitionnelle.   Cette initiative donne une alternative au cas où la prolongation des travaux de l'IVD ne sera pas accordée par l'ARP.   Mohamed Ben Souf, adjoint du président de l’ARP, a indiqué que le projet est en préparation depuis plusieurs jours. «Pour nous, la justice transitionnelle est en déroute à cause de Sihem Ben Sedrine. L’ARP a donné son feu vert à cette responsable mais elle n’a pas respecté sa tâche. Sihem  Ben Sedrine n’a pas respecté sa mission et elle tente de divisé le peuple. Elle est aussi accusée de falsifié des faits historiques… Au niveau du parti nous avons déjà tranché dans cette question et il n’est plus question de laisser la porte ouverte à cette dame. Nous sommes avec la justice transitionnelle, mais les groupes réunis sont d’accord à mettre un terme à cette mascarade. Il y a des alternatives à choisir. La commission juridique a travaillé sur cette initiative et nous espérons qu’elle finisse par être adoptée par l’ensemble des députés de l’ARP», a expliqué Ben Souf. "
66,24 Mars 2018 19:26,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313011/h-caid-essebsi-la-justice-transitionnelle-n-est-pas-ben-sedrine,Politique,H. Caïd Essebsi: la justice transitionnelle n’est pas Ben Sedrine (Photos),Le directeur exécutif de Nidaa Tounes Hafedh Caïed Essebsi a posté ce samedi 24 Mars 2018 sur sa page sur Facebook que la justice transitionnelle n'est pas Sihem Ben Sedrine et que le bloc de son parti ne votera pas pour son maintien.    
67,24 Mars 2018 19:26,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/313011/h-caid-essebsi-la-justice-transitionnelle-n-est-pas-ben-sedrine,Politique,H. Caïd Essebsi: la justice transitionnelle n’est pas Ben Sedrine (Photos),Le directeur exécutif de Nidaa Tounes Hafedh Caïed Essebsi a posté ce samedi 24 Mars 2018 sur sa page sur Facebook que la justice transitionnelle n'est pas Sihem Ben Sedrine et que le bloc de son parti ne votera pas pour son maintien.    
68,24 Mars 2018 16:35,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/312926/le-bureau-de-l-arp-examine-l-intervention-de-hrizi,Politique,Le bureau de l'ARP examine l'intervention de Hrizi,Le président de l'ARP Mohamed Ennacer a déclaré après la reprise de la séance plénière relative à l'examen du prolongement des travaux de l'IVD que le bureau de l'ARP se réunira pour examiner  qui s'est dit kamikaze et a menacé de se faire exploser au sein de l'hémicycle.   Il s'est adressé à Mabrouk Korchid lui disant qu'il s'etait attaqué à sa personne et qu'il avait menacé de se faire exploser et que l'ARP n'était pas un lieu pour l'échange d'insultes.
69,24 Mars 2018 16:35,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/312926/le-bureau-de-l-arp-examine-l-intervention-de-hrizi,Politique,Le bureau de l'ARP examine l'intervention de Hrizi,Le président de l'ARP Mohamed Ennacer a déclaré après la reprise de la séance plénière relative à l'examen du prolongement des travaux de l'IVD que le bureau de l'ARP se réunira pour examiner  qui s'est dit kamikaze et a menacé de se faire exploser au sein de l'hémicycle.   Il s'est adressé à Mabrouk Korchid lui disant qu'il s'etait attaqué à sa personne et qu'il avait menacé de se faire exploser et que l'ARP n'était pas un lieu pour l'échange d'insultes.
70,24 Mars 2018 12:54,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/312761/crise-de-l-enseignement-secondaire-taboubi-relativise,Politique,Crise de l'enseignement secondaire : Taboubi relativise,"Le secrétaire général de l'UGTT, Noureddine Tabboubi tente de calmer les tensions et relativise la crise qui a éclaté entre le syndicat de l'enseignement secondaire et le ministère de l'éducation en appelant au calme.  ""Certains font abstraction de leur rendement et instrumentalise la confrontation entre l'UGTT et les enfants du peuple."" dit -il et enchaîne : ""Vous voulez effectuer votre campagne électorale à travers le secteur de l'enseignement secondaire"".  Il a commenté le rassemblement qui a eu lieu à Sousse dans la matinée du samedi 24 mars 2018 en déclarant que les enseignants veillent à ce que cette année soit validée.  Taboubi nie être impliqué dans des compétitions ou des affrontements et que s'il l'a été, c'est parce qu'il a été contraint.      "
